Type,Date_Installation,Frequence,Wilaya,Ville
4G,2016-01-16,700,Djelfa,Ville_6_Djel
2G,2014-12-06,2100,Khenchela,Ville_1_Khen
2G,2016-08-17,2100,Relizane,Ville_6_Reli
4G,2019-10-12,700,Skikda,Ville_5_Skik
2G,2017-02-25,2100,ElBayadh,Ville_8_ElBa
3G,2017-07-10,800,Saida,Ville_8_Said
3G,2015-02-02,2100,Tebessa,Ville_7_Tebe
2G,2018-10-20,700,Mila,Ville_4_Mila
4G,2017-06-28,1800,Oran,Ville_3_Oran
2G,2018-01-15,700,Bouaghi,Ville_3_Boua
4G,2017-12-26,700,Illizi,Ville_1_Illi
2G,2022-05-26,800,Setif,Ville_2_Seti
2G,2018-09-21,2600,Alger,Ville_4_Alge
4G,2018-03-25,2100,Alger,Ville_8_Alge
4G,2019-04-14,2600,Saida,Ville_7_Said
2G,2019-11-24,2600,Tamanrasset,Ville_4_Tama
2G,2017-01-14,1800,Tipaza ,Ville_5_Tipa
3G,2018-02-01,1800,Annaba,Ville_2_Anna
4G,2017-09-21,2100,Mila,Ville_6_Mila
3G,2020-03-21,1800,Khenchela,Ville_6_Khen
3G,2017-09-30,800,SoukAhras ,Ville_3_Souk
3G,2015-08-30,2600,Bechar,Ville_4_Bech
4G,2022-04-14,800,Setif,Ville_5_Seti
4G,2018-03-20,2600,Batna,Ville_7_Batn
4G,2021-05-14,700,Tamanrasset,Ville_7_Tama
4G,2020-07-17,2100,Khenchela,Ville_4_Khen
3G,2021-12-15,2100,Bejaia,Ville_4_Beja
3G,2018-09-26,700,Setif,Ville_8_Seti
3G,2015-07-30,2100,Illizi,Ville_6_Illi
4G,2018-07-28,800,Tiaret,Ville_2_Tiar
3G,2016-05-27,700,SidiBelAbbes,Ville_1_Sidi
3G,2017-12-06,800,Guelma ,Ville_1_Guel
4G,2022-06-01,2100,Bouira,Ville_2_Boui
2G,2019-08-06,1800,Chlef,Ville_4_Chle
2G,2016-10-19,2100,Tiaret,Ville_6_Tiar
2G,2018-12-02,700,Mostaganem,Ville_8_Most
4G,2016-06-19,2600,ElTarf,Ville_4_ElTa
3G,2020-11-14,1800,Naama,Ville_3_Naam
2G,2016-11-24,800,Laghouat,Ville_8_Lagh
3G,2017-11-16,700,Bouira,Ville_1_Boui
4G,2021-07-29,2100,Blida,Ville_2_Blid
3G,2015-09-29,2100,Alger,Ville_1_Alge
3G,2015-11-21,1800,Mila,Ville_2_Mila
3G,2021-08-05,2100,Oran,Ville_8_Oran
4G,2018-01-05,700,Mostaganem,Ville_7_Most
2G,2019-02-16,800,Tiaret,Ville_3_Tiar
2G,2016-08-30,2100,Tlemcen,Ville_7_Tlem
3G,2016-02-29,2100,Alger,Ville_6_Alge
3G,2021-11-06,1800,AinTemouchent,Ville_5_AinT
2G,2020-10-30,800,Oran,Ville_7_Oran
3G,2017-08-18,1800,Mila,Ville_8_Mila
2G,2022-03-10,2100,TiziOuzou,Ville_7_Tizi
4G,2020-10-03,2100,Mascara,Ville_5_Masc
4G,2020-10-16,700,SoukAhras ,Ville_8_Souk
2G,2022-02-14,800,Biskra,Ville_8_Bisk
3G,2017-08-21,2100,Relizane,Ville_5_Reli
4G,2021-05-03,800,Msila,Ville_8_Msil
3G,2022-09-03,2600,Biskra,Ville_7_Bisk
2G,2021-07-15,2100,Mostaganem,Ville_2_Most
4G,2015-12-24,700,Alger,Ville_2_Alge
2G,2015-02-20,1800,Chlef,Ville_5_Chle
4G,2019-06-01,700,Naama,Ville_4_Naam
2G,2019-03-08,1800,Bechar,Ville_7_Bech
3G,2018-07-24,700,Tebessa,Ville_4_Tebe
4G,2019-11-17,800,Alger,Ville_5_Alge
2G,2019-08-14,800,Saida,Ville_1_Said
3G,2020-06-04,700,Relizane,Ville_5_Reli
4G,2017-05-03,700,Oran,Ville_6_Oran
2G,2017-08-17,700,Blida,Ville_7_Blid
2G,2020-05-28,2600,Blida,Ville_3_Blid
4G,2021-03-20,1800,ElBayadh,Ville_6_ElBa
3G,2021-05-21,2600,Batna,Ville_8_Batn
3G,2015-05-23,800,ElBayadh,Ville_8_ElBa
4G,2022-06-10,700,Jijel,Ville_8_Jije
4G,2018-05-14,2100,Mila,Ville_6_Mila
3G,2019-05-21,1800,Tebessa,Ville_3_Tebe
4G,2016-10-08,800,Tipaza ,Ville_3_Tipa
2G,2019-12-03,700,Annaba,Ville_6_Anna
3G,2019-08-26,800,Ouargla,Ville_7_Ouar
3G,2017-07-14,800,Blida,Ville_7_Blid
2G,2019-02-18,2100,Mostaganem,Ville_4_Most
2G,2020-05-19,700,Biskra,Ville_5_Bisk
4G,2021-02-11,700,SidiBelAbbes,Ville_2_Sidi
3G,2016-02-18,700,ElTarf,Ville_3_ElTa
2G,2016-04-08,2600,Biskra,Ville_6_Bisk
2G,2021-04-24,2100,Tindouf,Ville_2_Tind
2G,2015-08-17,2600,Tissemsilt,Ville_5_Tiss
2G,2017-02-28,800,Tindouf,Ville_6_Tind
2G,2018-08-24,2100,Mostaganem,Ville_3_Most
3G,2014-11-12,2100,Alger,Ville_1_Alge
2G,2017-06-07,700,Khenchela,Ville_4_Khen
3G,2016-09-30,1800,Biskra,Ville_1_Bisk
3G,2018-10-19,1800,Chlef,Ville_3_Chle
4G,2016-04-23,700,Tamanrasset,Ville_3_Tama
2G,2021-03-08,800,Mila,Ville_8_Mila
3G,2015-08-19,2600,Setif,Ville_1_Seti
3G,2022-08-11,1800,Saida,Ville_3_Said
2G,2019-10-17,2600,Oran,Ville_5_Oran
3G,2020-05-29,800,Blida,Ville_8_Blid
4G,2019-03-20,2100,Tlemcen,Ville_2_Tlem
2G,2022-07-20,700,ElTarf,Ville_6_ElTa
4G,2022-02-04,2600,Tamanrasset,Ville_3_Tama
4G,2016-05-01,800,Setif,Ville_8_Seti
4G,2021-05-25,700,Ghardaia,Ville_8_Ghar
2G,2022-01-23,1800,Blida,Ville_1_Blid
4G,2021-07-30,2100,SidiBelAbbes,Ville_7_Sidi
2G,2018-10-27,2600,TiziOuzou,Ville_1_Tizi
4G,2015-06-08,2600,Mascara,Ville_8_Masc
2G,2019-02-16,700,Batna,Ville_6_Batn
2G,2022-04-08,800,Annaba,Ville_4_Anna
4G,2019-10-27,2100,Medea,Ville_6_Mede
2G,2018-11-05,2100,Tissemsilt,Ville_3_Tiss
2G,2015-05-21,700,Jijel,Ville_6_Jije
4G,2020-10-27,700,Mostaganem,Ville_1_Most
3G,2017-01-08,800,Mila,Ville_7_Mila
2G,2020-06-01,1800,TiziOuzou,Ville_5_Tizi
2G,2015-09-01,2600,Constantine,Ville_4_Cons
4G,2015-03-01,1800,Biskra,Ville_5_Bisk
2G,2015-08-20,2600,SidiBelAbbes,Ville_1_Sidi
3G,2018-07-28,2600,Tissemsilt,Ville_5_Tiss
2G,2017-12-02,1800,Bouira,Ville_4_Boui
2G,2021-10-21,2100,Mostaganem,Ville_7_Most
3G,2014-10-18,2100,Bouaghi,Ville_1_Boua
3G,2019-04-23,1800,Tissemsilt,Ville_8_Tiss
2G,2020-09-23,2600,Tebessa,Ville_6_Tebe
3G,2017-02-06,800,ElOued,Ville_8_ElOu
2G,2016-06-06,2600,AinTemouchent,Ville_7_AinT
2G,2019-11-04,700,Bouira,Ville_3_Boui
2G,2015-12-25,800,Tindouf,Ville_2_Tind
2G,2015-07-30,800,ElTarf,Ville_5_ElTa
2G,2020-10-21,1800,AinTemouchent,Ville_3_AinT
2G,2021-01-21,700,Setif,Ville_8_Seti
4G,2019-07-17,800,AinTemouchent,Ville_5_AinT
4G,2018-10-23,1800,Mostaganem,Ville_5_Most
4G,2017-04-13,700,Msila,Ville_7_Msil
2G,2016-06-28,2100,Batna,Ville_2_Batn
2G,2016-03-05,2100,Constantine,Ville_5_Cons
2G,2020-04-05,2100,Oran,Ville_8_Oran
2G,2020-11-21,2100,Biskra,Ville_4_Bisk
2G,2015-02-13,2600,Blida,Ville_5_Blid
4G,2021-08-21,2100,ElBayadh,Ville_6_ElBa
2G,2016-10-29,2100,SoukAhras ,Ville_3_Souk
4G,2017-07-31,1800,AinTemouchent,Ville_8_AinT
2G,2022-07-23,800,Relizane,Ville_1_Reli
3G,2015-02-07,2100,AinTemouchent,Ville_2_AinT
3G,2021-11-09,2600,Ghardaia,Ville_2_Ghar
4G,2018-04-29,700,Naama,Ville_1_Naam
4G,2021-11-27,800,ElBayadh,Ville_1_ElBa
4G,2016-12-27,2600,Bouira,Ville_1_Boui
4G,2020-10-24,700,Tindouf,Ville_6_Tind
3G,2021-04-06,2100,Setif,Ville_2_Seti
2G,2018-07-03,2100,Guelma ,Ville_2_Guel
3G,2021-04-09,700,Boumerdes,Ville_2_Boum
3G,2019-05-22,2100,Mascara,Ville_3_Masc
3G,2016-11-09,800,Setif,Ville_1_Seti
2G,2022-05-17,700,SoukAhras ,Ville_2_Souk
4G,2020-11-11,800,Mostaganem,Ville_8_Most
2G,2016-11-22,700,Khenchela,Ville_8_Khen
2G,2017-05-03,2100,Mila,Ville_4_Mila
4G,2021-04-12,700,Boumerdes,Ville_8_Boum
4G,2022-06-13,1800,Relizane,Ville_4_Reli
3G,2018-03-16,800,Khenchela,Ville_6_Khen
4G,2021-06-05,2100,Constantine,Ville_1_Cons
3G,2019-08-16,800,Jijel,Ville_8_Jije
3G,2015-01-21,700,Setif,Ville_2_Seti
4G,2016-12-13,700,Mascara,Ville_4_Masc
4G,2016-09-23,700,Mascara,Ville_5_Masc
2G,2016-10-24,800,Bechar,Ville_2_Bech
4G,2016-11-12,1800,Batna,Ville_4_Batn
3G,2018-08-09,700,ElBayadh,Ville_2_ElBa
3G,2015-10-24,1800,ElTarf,Ville_4_ElTa
2G,2016-01-12,1800,Guelma ,Ville_3_Guel
4G,2015-12-27,700,Tebessa,Ville_8_Tebe
2G,2015-11-02,700,Tissemsilt,Ville_7_Tiss
2G,2015-01-28,2100,Oran,Ville_1_Oran
4G,2018-12-08,2600,Constantine,Ville_5_Cons
2G,2019-05-23,2600,Ghardaia,Ville_7_Ghar
4G,2017-12-09,1800,Biskra,Ville_8_Bisk
4G,2014-09-23,800,Ghardaia,Ville_6_Ghar
2G,2021-06-17,700,Illizi,Ville_5_Illi
3G,2017-02-16,800,Khenchela,Ville_1_Khen
4G,2015-01-23,1800,ElTarf,Ville_7_ElTa
4G,2017-05-06,2100,ElTarf,Ville_6_ElTa
4G,2020-04-02,700,Tiaret,Ville_3_Tiar
4G,2016-08-10,700,Msila,Ville_1_Msil
3G,2020-06-08,2100,Biskra,Ville_3_Bisk
4G,2020-01-28,800,Ghardaia,Ville_3_Ghar
4G,2021-07-30,2100,SidiBelAbbes,Ville_7_Sidi
4G,2016-05-18,2100,Msila,Ville_7_Msil
2G,2020-09-18,800,ElTarf,Ville_6_ElTa
4G,2018-01-13,800,Naama,Ville_2_Naam
4G,2015-07-04,2600,ElOued,Ville_5_ElOu
4G,2020-05-15,1800,Constantine,Ville_4_Cons
2G,2015-07-25,800,Chlef,Ville_3_Chle
3G,2018-08-09,800,Tlemcen,Ville_4_Tlem
2G,2021-07-20,1800,Bouaghi,Ville_6_Boua
3G,2021-12-13,800,Bouaghi,Ville_6_Boua
2G,2017-05-21,700,Ghardaia,Ville_2_Ghar
4G,2019-02-25,2100,Saida,Ville_7_Said
2G,2021-05-26,700,Khenchela,Ville_3_Khen
2G,2022-07-31,700,Illizi,Ville_5_Illi
4G,2018-11-13,1800,Blida,Ville_1_Blid
2G,2018-12-25,2100,Ghardaia,Ville_8_Ghar
4G,2016-04-01,1800,ElTarf,Ville_7_ElTa
3G,2019-10-11,800,Tipaza ,Ville_4_Tipa
4G,2020-12-03,1800,Tamanrasset,Ville_2_Tama
3G,2017-03-20,700,Bejaia,Ville_1_Beja
4G,2017-04-02,2100,Naama,Ville_5_Naam
2G,2020-05-24,2600,Khenchela,Ville_2_Khen
3G,2019-01-21,700,Boumerdes,Ville_1_Boum
2G,2017-02-14,1800,Bouira,Ville_3_Boui
3G,2017-06-18,700,Jijel,Ville_3_Jije
3G,2021-08-23,700,Saida,Ville_3_Said
2G,2022-02-22,2100,Mostaganem,Ville_4_Most
3G,2015-06-27,700,Blida,Ville_2_Blid
2G,2017-05-24,700,Bordj Bou Arreridj,Ville_4_Bord
2G,2020-04-19,700,Annaba,Ville_6_Anna
3G,2019-05-05,800,Mila,Ville_3_Mila
2G,2017-01-25,700,Constantine,Ville_2_Cons
2G,2018-07-24,2100,SoukAhras ,Ville_6_Souk
2G,2022-06-15,800,Annaba,Ville_3_Anna
2G,2021-11-30,800,Skikda,Ville_4_Skik
2G,2015-10-22,1800,Tlemcen,Ville_5_Tlem
4G,2016-11-28,700,Khenchela,Ville_5_Khen
4G,2021-01-11,1800,Relizane,Ville_7_Reli
2G,2021-05-09,800,Tebessa,Ville_1_Tebe
4G,2021-10-09,800,Chlef,Ville_1_Chle
4G,2018-05-24,800,Laghouat,Ville_1_Lagh
4G,2022-02-27,2600,Blida,Ville_8_Blid
4G,2018-05-14,700,Bouira,Ville_2_Boui
2G,2019-02-27,1800,SidiBelAbbes,Ville_4_Sidi
4G,2022-04-09,2100,Batna,Ville_2_Batn
2G,2020-09-20,800,Djelfa,Ville_7_Djel
4G,2021-04-27,800,Tindouf,Ville_7_Tind
4G,2020-08-30,2100,Naama,Ville_2_Naam
4G,2021-08-07,1800,Laghouat,Ville_6_Lagh
4G,2018-02-08,700,Saida,Ville_7_Said
2G,2015-10-20,2100,Naama,Ville_6_Naam
2G,2021-11-13,2600,Tamanrasset,Ville_8_Tama
2G,2019-02-04,2100,AinTemouchent,Ville_7_AinT
4G,2016-03-30,1800,TiziOuzou,Ville_6_Tizi
4G,2017-03-12,2100,Mila,Ville_1_Mila
2G,2017-06-22,800,Blida,Ville_2_Blid
3G,2022-08-02,700,ElBayadh,Ville_6_ElBa
3G,2018-08-13,2100,Mascara,Ville_1_Masc
3G,2017-10-23,2600,Tlemcen,Ville_8_Tlem
2G,2020-05-11,1800,Alger,Ville_1_Alge
3G,2018-04-06,700,Bouaghi,Ville_7_Boua
3G,2017-10-12,800,Ghardaia,Ville_2_Ghar
2G,2019-10-26,800,Boumerdes,Ville_8_Boum
4G,2015-07-20,2100,Boumerdes,Ville_1_Boum
3G,2021-05-13,700,ElTarf,Ville_1_ElTa
4G,2014-09-16,1800,Guelma ,Ville_8_Guel
4G,2016-11-05,700,Tissemsilt,Ville_4_Tiss
2G,2021-09-03,2100,Oran,Ville_4_Oran
2G,2022-08-26,1800,Msila,Ville_4_Msil
3G,2016-11-19,800,Tamanrasset,Ville_8_Tama
4G,2022-02-03,2600,Tlemcen,Ville_1_Tlem
2G,2022-07-14,2100,Bechar,Ville_3_Bech
2G,2020-12-27,2100,SidiBelAbbes,Ville_5_Sidi
3G,2021-12-04,2600,Jijel,Ville_3_Jije
4G,2017-07-23,1800,ElOued,Ville_3_ElOu
3G,2019-09-12,700,Medea,Ville_3_Mede
2G,2014-11-02,2100,Ain Defla,Ville_7_Ain 
3G,2021-04-03,2600,Tamanrasset,Ville_3_Tama
4G,2018-07-15,2600,Bejaia,Ville_3_Beja
4G,2018-10-23,1800,Oran,Ville_3_Oran
3G,2016-11-11,1800,Skikda,Ville_1_Skik
3G,2016-09-12,2100,ElBayadh,Ville_1_ElBa
4G,2022-01-27,2100,Biskra,Ville_3_Bisk
3G,2016-11-11,2100,Tipaza ,Ville_7_Tipa
4G,2017-01-03,2100,Biskra,Ville_2_Bisk
3G,2019-10-07,700,Alger,Ville_4_Alge
4G,2015-05-10,2100,Khenchela,Ville_4_Khen
2G,2017-10-14,2100,Setif,Ville_8_Seti
3G,2019-08-16,2600,Mascara,Ville_7_Masc
2G,2018-05-15,800,SidiBelAbbes,Ville_5_Sidi
3G,2015-05-31,2600,Blida,Ville_4_Blid
4G,2022-09-10,2100,Khenchela,Ville_4_Khen
2G,2017-04-10,1800,ElBayadh,Ville_3_ElBa
3G,2015-08-27,1800,Msila,Ville_7_Msil
3G,2014-09-15,2600,Alger,Ville_4_Alge
4G,2018-05-24,700,Alger,Ville_1_Alge
2G,2019-06-20,1800,Bouira,Ville_1_Boui
2G,2019-01-04,800,Batna,Ville_5_Batn
4G,2015-12-06,2600,Biskra,Ville_2_Bisk
2G,2022-04-06,2100,Saida,Ville_1_Said
4G,2016-08-06,700,AinTemouchent,Ville_4_AinT
2G,2017-04-28,2100,Bejaia,Ville_8_Beja
4G,2018-01-04,800,SoukAhras ,Ville_3_Souk
4G,2020-09-07,800,Boumerdes,Ville_4_Boum
4G,2014-11-07,800,Mila,Ville_2_Mila
4G,2016-03-26,2600,Illizi,Ville_7_Illi
3G,2021-07-27,2600,Illizi,Ville_2_Illi
4G,2019-01-28,2100,Skikda,Ville_3_Skik
2G,2019-09-08,2100,ElTarf,Ville_6_ElTa
2G,2022-06-23,700,Bechar,Ville_4_Bech
2G,2019-06-03,800,Medea,Ville_4_Mede
4G,2021-01-13,1800,ElBayadh,Ville_7_ElBa
4G,2017-09-21,2100,Mila,Ville_8_Mila
3G,2017-09-18,1800,SidiBelAbbes,Ville_5_Sidi
4G,2016-03-16,2100,Ouargla,Ville_4_Ouar
3G,2021-04-16,2100,Laghouat,Ville_4_Lagh
3G,2020-09-27,2100,TiziOuzou,Ville_1_Tizi
3G,2016-07-06,2600,Batna,Ville_1_Batn
3G,2018-07-29,800,Skikda,Ville_2_Skik
2G,2017-05-18,2600,Mascara,Ville_4_Masc
3G,2020-11-14,1800,Laghouat,Ville_8_Lagh
4G,2020-11-17,800,Laghouat,Ville_5_Lagh
2G,2017-06-23,700,Chlef,Ville_8_Chle
3G,2016-11-09,700,Tamanrasset,Ville_5_Tama
2G,2015-02-11,800,Bechar,Ville_8_Bech
2G,2019-06-16,2600,Laghouat,Ville_4_Lagh
4G,2021-12-04,700,Ouargla,Ville_7_Ouar
2G,2015-03-21,1800,Tiaret,Ville_6_Tiar
4G,2015-10-11,700,Alger,Ville_2_Alge
2G,2021-06-14,2600,Ain Defla,Ville_6_Ain 
3G,2018-05-10,2600,Saida,Ville_4_Said
3G,2020-08-18,2600,Mila,Ville_3_Mila
2G,2016-02-21,2600,Tissemsilt,Ville_2_Tiss
3G,2014-12-27,1800,Bordj Bou Arreridj,Ville_5_Bord
2G,2019-11-17,800,ElOued,Ville_5_ElOu
4G,2021-08-05,2600,Alger,Ville_5_Alge
3G,2018-10-22,2100,Jijel,Ville_6_Jije
4G,2022-01-01,1800,Tipaza ,Ville_5_Tipa
3G,2018-09-10,2600,Boumerdes,Ville_4_Boum
4G,2019-10-01,2600,Laghouat,Ville_4_Lagh
3G,2020-10-17,700,Djelfa,Ville_7_Djel
2G,2016-11-26,700,Mostaganem,Ville_1_Most
4G,2021-03-18,700,Alger,Ville_8_Alge
3G,2018-08-27,2600,Chlef,Ville_6_Chle
4G,2015-06-12,2100,Naama,Ville_2_Naam
4G,2017-12-22,1800,Oran,Ville_7_Oran
2G,2022-01-14,1800,Bouira,Ville_5_Boui
4G,2020-04-29,800,Tipaza ,Ville_6_Tipa
4G,2022-09-08,800,Laghouat,Ville_2_Lagh
2G,2018-07-03,800,AinTemouchent,Ville_1_AinT
3G,2020-03-04,700,Skikda,Ville_1_Skik
4G,2020-07-20,2100,Ghardaia,Ville_3_Ghar
4G,2018-06-08,2100,Msila,Ville_5_Msil
2G,2018-03-02,700,Tipaza ,Ville_4_Tipa
3G,2017-05-09,800,Msila,Ville_6_Msil
3G,2021-01-31,700,Annaba,Ville_7_Anna
4G,2020-08-28,700,SidiBelAbbes,Ville_8_Sidi
3G,2015-04-28,2100,AinTemouchent,Ville_6_AinT
4G,2016-09-08,700,AinTemouchent,Ville_5_AinT
3G,2016-01-29,2600,Blida,Ville_2_Blid
3G,2020-02-11,2100,ElOued,Ville_2_ElOu
4G,2020-11-27,1800,Saida,Ville_2_Said
2G,2022-02-19,1800,Khenchela,Ville_7_Khen
4G,2019-11-10,1800,Tamanrasset,Ville_1_Tama
2G,2018-08-23,800,AinTemouchent,Ville_8_AinT
4G,2016-08-26,2600,Chlef,Ville_3_Chle
2G,2020-07-25,800,Constantine,Ville_2_Cons
4G,2019-08-03,700,Tlemcen,Ville_2_Tlem
3G,2019-03-23,2100,Chlef,Ville_2_Chle
2G,2014-12-11,1800,Bechar,Ville_4_Bech
4G,2020-08-23,700,Biskra,Ville_5_Bisk
4G,2018-12-06,2600,AinTemouchent,Ville_5_AinT
2G,2022-07-28,1800,Tebessa,Ville_7_Tebe
4G,2017-12-06,700,Oran,Ville_7_Oran
2G,2018-09-26,1800,Ghardaia,Ville_6_Ghar
2G,2022-04-28,800,Medea,Ville_8_Mede
4G,2018-05-20,2600,Constantine,Ville_2_Cons
2G,2020-11-04,2600,Tiaret,Ville_2_Tiar
4G,2016-08-08,700,Skikda,Ville_5_Skik
2G,2015-04-23,2100,Tindouf,Ville_2_Tind
3G,2019-08-28,700,Saida,Ville_1_Said
4G,2016-04-25,700,TiziOuzou,Ville_7_Tizi
3G,2020-05-21,800,Naama,Ville_3_Naam
3G,2020-06-25,700,Bouaghi,Ville_7_Boua
3G,2022-03-11,800,Tebessa,Ville_5_Tebe
3G,2016-03-17,2600,Illizi,Ville_4_Illi
4G,2022-07-02,1800,Blida,Ville_3_Blid
4G,2014-12-27,2600,Illizi,Ville_2_Illi
3G,2021-04-29,700,Naama,Ville_4_Naam
4G,2020-04-17,2600,Batna,Ville_8_Batn
2G,2015-01-23,700,Naama,Ville_8_Naam
2G,2015-10-28,800,AinTemouchent,Ville_4_AinT
4G,2014-10-06,2600,Tamanrasset,Ville_6_Tama
4G,2016-02-17,2100,SoukAhras ,Ville_3_Souk
4G,2019-12-01,700,Tipaza ,Ville_8_Tipa
4G,2021-11-10,2600,Ghardaia,Ville_6_Ghar
4G,2017-10-04,2600,Jijel,Ville_4_Jije
3G,2018-07-16,2100,Tipaza ,Ville_4_Tipa
3G,2021-11-26,2600,Tissemsilt,Ville_7_Tiss
4G,2021-10-30,2100,Saida,Ville_6_Said
3G,2018-03-27,2100,Khenchela,Ville_5_Khen
2G,2021-12-07,2100,Annaba,Ville_8_Anna
4G,2016-08-25,800,Bejaia,Ville_7_Beja
4G,2020-11-18,1800,Medea,Ville_5_Mede
3G,2017-06-13,800,Guelma ,Ville_4_Guel
2G,2015-03-13,800,Tissemsilt,Ville_1_Tiss
4G,2017-06-10,2600,SoukAhras ,Ville_8_Souk
4G,2015-03-24,1800,Medea,Ville_2_Mede
4G,2019-07-18,700,SidiBelAbbes,Ville_4_Sidi
2G,2021-07-23,700,Skikda,Ville_4_Skik
4G,2017-07-24,800,Ouargla,Ville_8_Ouar
2G,2015-01-05,800,Skikda,Ville_1_Skik
4G,2019-02-04,2600,Bejaia,Ville_1_Beja
3G,2021-09-16,1800,Oran,Ville_8_Oran
2G,2019-04-29,1800,Khenchela,Ville_8_Khen
3G,2015-12-30,800,ElTarf,Ville_6_ElTa
4G,2020-02-15,2600,Mascara,Ville_1_Masc
4G,2022-06-26,700,Msila,Ville_1_Msil
4G,2020-07-04,1800,Saida,Ville_7_Said
2G,2016-08-16,2100,ElTarf,Ville_7_ElTa
4G,2016-12-09,700,Mostaganem,Ville_5_Most
3G,2016-10-18,700,SoukAhras ,Ville_7_Souk
4G,2016-04-24,800,Ain Defla,Ville_3_Ain 
3G,2022-09-02,2600,Saida,Ville_5_Said
2G,2021-08-28,1800,Bechar,Ville_2_Bech
4G,2016-08-07,800,Naama,Ville_7_Naam
3G,2019-09-18,2100,Batna,Ville_3_Batn
3G,2015-04-03,2600,SoukAhras ,Ville_6_Souk
4G,2021-08-05,700,Djelfa,Ville_3_Djel
4G,2020-12-10,2600,Relizane,Ville_6_Reli
4G,2020-08-17,2100,Tiaret,Ville_1_Tiar
3G,2015-02-03,700,Laghouat,Ville_6_Lagh
4G,2018-04-21,700,Khenchela,Ville_7_Khen
3G,2017-02-06,700,Mila,Ville_2_Mila
4G,2017-01-26,2100,Saida,Ville_3_Said
3G,2015-05-20,1800,Oran,Ville_5_Oran
3G,2017-03-29,800,Guelma ,Ville_6_Guel
4G,2019-04-09,2100,Laghouat,Ville_4_Lagh
2G,2015-09-05,2100,Boumerdes,Ville_5_Boum
4G,2020-06-11,1800,Tissemsilt,Ville_2_Tiss
4G,2018-01-13,2100,ElBayadh,Ville_4_ElBa
2G,2022-05-01,700,Constantine,Ville_8_Cons
2G,2017-01-16,700,Djelfa,Ville_5_Djel
2G,2017-11-16,1800,Skikda,Ville_5_Skik
3G,2018-06-14,1800,Tamanrasset,Ville_8_Tama
2G,2018-05-03,700,Batna,Ville_5_Batn
3G,2019-07-23,2100,Skikda,Ville_2_Skik
3G,2019-04-02,2100,Annaba,Ville_4_Anna
2G,2018-11-04,2600,ElOued,Ville_6_ElOu
4G,2017-02-03,2100,Relizane,Ville_4_Reli
3G,2020-06-17,800,Tipaza ,Ville_2_Tipa
3G,2020-06-01,700,Msila,Ville_8_Msil
4G,2018-11-22,1800,ElOued,Ville_4_ElOu
4G,2021-11-26,800,Tipaza ,Ville_5_Tipa
2G,2022-01-25,1800,Guelma ,Ville_4_Guel
3G,2018-03-05,2600,Tissemsilt,Ville_7_Tiss
4G,2022-02-08,1800,Mila,Ville_3_Mila
2G,2015-10-21,2100,Chlef,Ville_3_Chle
4G,2017-09-21,2100,Alger,Ville_3_Alge
3G,2019-07-03,2600,Ain Defla,Ville_6_Ain 
2G,2018-10-19,700,Ghardaia,Ville_4_Ghar
4G,2018-03-03,800,Tebessa,Ville_1_Tebe
2G,2015-07-03,1800,Ouargla,Ville_1_Ouar
3G,2019-08-14,800,Chlef,Ville_7_Chle
2G,2019-03-27,2600,ElOued,Ville_5_ElOu
3G,2022-06-17,2600,Biskra,Ville_2_Bisk
2G,2020-04-14,2100,ElBayadh,Ville_6_ElBa
4G,2017-11-11,2600,Skikda,Ville_8_Skik
4G,2014-09-17,800,Batna,Ville_1_Batn
3G,2017-10-11,2600,Blida,Ville_3_Blid
2G,2021-11-12,700,Annaba,Ville_7_Anna
2G,2014-11-07,1800,Bouaghi,Ville_2_Boua
3G,2021-04-25,700,Mostaganem,Ville_7_Most
3G,2014-12-29,1800,Ain Defla,Ville_3_Ain 
4G,2022-04-29,700,Boumerdes,Ville_7_Boum
3G,2017-09-03,2600,Batna,Ville_7_Batn
4G,2016-01-09,2600,Jijel,Ville_1_Jije
4G,2019-03-03,700,Alger,Ville_7_Alge
4G,2017-03-11,2600,Tipaza ,Ville_6_Tipa
4G,2018-05-28,700,Laghouat,Ville_8_Lagh
2G,2016-10-04,800,Ain Defla,Ville_2_Ain 
3G,2018-08-20,1800,Tiaret,Ville_7_Tiar
2G,2014-12-08,1800,Biskra,Ville_3_Bisk
2G,2022-05-13,700,Naama,Ville_4_Naam
2G,2015-10-07,2600,Tamanrasset,Ville_1_Tama
3G,2020-06-28,2600,Illizi,Ville_5_Illi
4G,2016-11-18,2100,Khenchela,Ville_4_Khen
2G,2022-08-16,2100,Djelfa,Ville_1_Djel
4G,2016-11-22,1800,Msila,Ville_1_Msil
4G,2015-07-28,2100,SoukAhras ,Ville_3_Souk
2G,2019-06-30,800,Illizi,Ville_1_Illi
3G,2017-06-26,1800,TiziOuzou,Ville_2_Tizi
3G,2017-02-28,1800,Ghardaia,Ville_5_Ghar
3G,2017-11-23,800,Tebessa,Ville_1_Tebe
3G,2019-08-06,2100,SidiBelAbbes,Ville_8_Sidi
4G,2018-12-21,800,Blida,Ville_1_Blid
3G,2018-10-07,1800,Mila,Ville_1_Mila
3G,2016-04-07,800,Chlef,Ville_8_Chle
3G,2020-07-29,2600,Boumerdes,Ville_7_Boum
3G,2018-07-06,2100,Oran,Ville_7_Oran
2G,2019-07-29,800,Constantine,Ville_7_Cons
4G,2015-06-07,2100,Naama,Ville_3_Naam
